part_name,part_type
2 x ddr4 / thermaltake 8 silver white 16 - toughram 16cl gb 3200mhz,RAM
2 x 4000mhz ddr4 / thermaltake 8 silver white 16 - toughram gb 19cl,RAM
2 x ddr4 / thermaltake 8 silver white 16 - 19cl toughram gb 4266mhz,RAM
4400mhz 2 x ddr4 / thermaltake 8 silver white 16 - toughram gb 19cl,RAM
2 x ddr4 black gb thermaltake 8 / silver 16 - 19cl toughram rgb 4266mhz,RAM
2 x 4000mhz ddr4 / gb thermaltake 8 white silver 16 - toughram rgb 19cl,RAM
2 x ddr4 / gb thermaltake 8 white silver 16 - 19cl toughram rgb 4266mhz,RAM
2 ballistix x crucial ddr4 black 32 - 64 16cl gb 3200mhz,RAM
ballistix 2 x crucial ddr4 15cl 32 16 - 3000mhz white rgb gb,RAM
ballistix 2 x crucial ddr4 32 16 - 3000mhz red rgb gb 16cl,RAM
ballistix 2 x crucial ddr4 32 16 - red rgb 16cl gb 3200mhz,RAM
ballistix 2 x crucial ddr4 32 red - 64 rgb 16cl gb 3200mhz,RAM
ballistix 2 x 3600mhz crucial ddr4 32 red - 64 rgb gb 16cl,RAM
ballistix 2 x crucial ddr4 8 15cl 16 - 3000mhz red rgb gb,RAM
2 x gold trident ddr4 royal g.skill 32 - 2666mhz 64 z gb 18cl,RAM
x gold trident 4 ddr4 royal g.skill 32 - 2666mhz z 128 gb 18cl,RAM
x trident 4 ddr4 royal g.skill silver 32 - 2666mhz z 128 gb 18cl,RAM
2 x gold trident ddr4 royal g.skill 32 - 64 z 16cl gb 3200mhz,RAM
256 x trident ddr4 royal g.skill 8 silver 32 - 2666mhz z gb 18cl,RAM
x 3600mhz gold trident ddr4 royal g.skill 8 - 64 z 14cl gb,RAM
x gold trident 4 4000mhz ddr4 royal g.skill 8 15cl 32 - z gb,RAM
f4 x gold 4000mhz ddr4 g.skill 8 15cl - 64 4000c15q-32gtrs gb,RAM
x trident 4000mhz ddr4 royal g.skill 8 15cl silver - 64 z gb,RAM
neo 2 x trident ddr4 black / g.skill silver 32 - 2666mhz 64 z gb 18cl,RAM
x trident 4000mhz ddr4 black gb g.skill 8 15cl - 64 z rgb,RAM
x 3600mhz trident ddr4 black gb g.skill 8 - 64 z 14cl rgb,RAM
ripjaws x 3600mhz ddr4 black g.skill 8 - 64 14cl gb v,RAM
spear 2 x phantom geil ddr4 evo 8 black 16 - 3000mhz gb 16cl gaming,RAM
warhawk 2 x ddr4 black gb / silver 32 - 3000mhz 64 rgb 16cl oloy,RAM
warhawk x 4 ddr4 / gb silver 16 - 3000mhz 64 red rgb 16cl oloy,RAM
warhawk x 4 ddr4 / gb silver 16 - red 64 16cl rgb 3200mhz oloy,RAM
warhawk x 4 ddr4 black gb / silver 16 - 64 16cl rgb 3200mhz oloy,RAM
warhawk 2 x 4000mhz ddr4 black gb / silver 32 16 - rgb 19cl oloy,RAM
x oloy ddr4 16 - 3000mhz red gb 1 16cl md4u163016chsa,RAM
x 4 ddr4 black 16 md4u163016cjqa - 64 3000mhz gb 16cl oloy,RAM
x 4 ddr4 black 16 - 64 16cl md4u163216cjqa gb 3200mhz oloy,RAM
2 x md4u162417bgda ddr4 32 16 - red 17cl gb 2400mhz oloy,RAM
2 x ddr4 8 16 - 3000mhz red md4u083016bhda gb 16cl oloy,RAM
2 x ddr4 32 16 - red 17cl md4u162417bfda gb 2400mhz oloy,RAM
2 x md4u162619bhda ddr4 32 16 - 2666mhz red gb 19cl oloy,RAM
md4u1640190dj0da 2 x 4000mhz ddr4 black 32 16 - gb 19cl oloy,RAM
mushkin x green essentials ddr4 / black 32 - 2666mhz gb 1 19cl,RAM
mushkin 2 x green essentials ddr4 / black 32 - 2666mhz 64 gb 19cl,RAM
2 x xtreem ddr4 black gb 8 teamgroup 16 - argb 16cl t force 3200mhz,RAM
2 x 3600mhz 18cl ddr4 gb silver teamgroup 32 - 16 z t force dark,RAM
x gold black 32 - vulcan teamgroup 16 alliance gb gaming 2 ddr4 tuf force / 3000mhz t 16cl,RAM
x pny 4 ddr4 black - 2666mhz 19cl gb 1 performance,RAM
x pny ddr4 black 8 - 2666mhz 19cl gb 1 performance,RAM
x green ksm29rd4/32mei ddr4 2933mhz / black kingston 32 - 21cl gb 1,RAM
x impact hyperx ddr4 black 2400mhz 8 / kingston silver - 14cl gb 1,RAM
x impact hyperx ddr4 2933mhz black 8 / kingston silver - 17cl gb 1,RAM
x impact hyperx ddr4 black / 8 20cl kingston silver - gb 1 3200mhz,RAM
x vengeance corsair 4 ddr4 black gb pro 32 - 16cl 128 rgb 3200mhz,RAM
2 x 3600mhz 18cl geil ddr4 / 8 black 16 - red gb potenza evo,RAM
x 3600mhz gold trident 4 ddr4 royal g.skill 32 - z 128 gb 18cl,RAM
x vulcan gray 1 ddr4 gb teamgroup 32 - 3000mhz z t force 16cl,RAM
2 x 3600mhz ii geil ddr4 white 32 16 - gb 18cl evo,RAM
md4u3230161dhmqa x 4 ddr4 multicolor 32 - 3000mhz 128 gb 16cl oloy,RAM
2 x xtreem ddr4 black gb teamgroup 32 - 16 argb 16cl t force 3200mhz,RAM
2 x 18cl xtreem 4000mhz ddr4 black gb 8 teamgroup 16 - argb t force,RAM
2 x owl 3600mhz orange ddr4 8 16 - gb 18cl oloy,RAM
2 x owl orange ddr4 32 16 - 3000mhz gb 16cl oloy,RAM
warhawk 2 x 3600mhz ddr4 gb white 32 - 64 rgb 18cl oloy,RAM
warhawk x 3600mhz 4 ddr4 gb white 16 - 64 rgb 16cl oloy,RAM
2 x oloy ddr4 32 16 - red 16cl gb 3200mhz nd4u1632161dh0da,RAM
x hyperx 4 ddr4 predator black kingston 32 - 16cl 128 gb 3200mhz,RAM
x md4u163016bbsa ddr4 black / 16 - 3000mhz red gb 1 16cl oloy,RAM
2 x 3600mhz ddr4 black gb thermaltake 32 - 64 toughram rgb 18cl,RAM
2 x trident 4000mhz ddr4 black gb g.skill 8 16 - z rgb 16cl,RAM
dominator x corsair 4 4000mhz ddr4 gb platinum 8 white 32 - rgb 19cl,RAM
ripjaws 2 x 4000mhz ddr4 black g.skill 8 16 - 17cl gb v,RAM
x trident 4 4000mhz ddr4 black gb g.skill 8 32 - z 17cl rgb,RAM
2 x trident 4000mhz ddr4 royal g.skill silver 32 16 - z 17cl gb,RAM
su016gblfu240bd2ah 2 x silicon ddr4 black / 8 16 power - red 17cl gb 2400mhz,RAM
2 x silicon ddr4 black / sp016gxlzu320bdaad 8 silver 16 power - 16cl gb 3200mhz,RAM
x 4 ddr4 black 16 - 3000mhz 64 md4u1630160dhkqa gb 16cl oloy,RAM
mushkin 2 x redline ddr4 32 16 - 3000mhz red gb 18cl,RAM
x 3600mhz gold trident 4 ddr4 royal g.skill 16 - 64 z 14cl gb,RAM
neo 2 x trident ddr4 3800mhz black g.skill / silver 32 - 64 z gb 18cl,RAM
neo 2 x ddr4 black 8 16 faye - 16cl forza gb 3200mhz,RAM
x vulcan 1 ddr4 / gb black teamgroup 32 - red z 16cl t force 3200mhz,RAM
x 3600mhz trident 4 ddr4 black g.skill 16 - 64 z 17cl gb,RAM
2 x 3600mhz silicon sp016gxlzu360bdaad ddr4 black 8 / 16 power - red gb 18cl,RAM
x 3600mhz trident 4 ddr4 royal g.skill 8 silver 32 - z gb 16cl,RAM
2 x gold trident 4000mhz ddr4 royal g.skill 8 16 - z 17cl gb,RAM
2 x trident 4000mhz ddr4 royal g.skill 8 silver 16 - z 17cl gb,RAM
2 x 3600mhz gold trident ddr4 royal g.skill 32 16 - z 14cl gb,RAM
neo x trident 4 ddr4 3800mhz black g.skill 8 / 32 silver - z gb 18cl,RAM
x ddr4 2933mhz kingston - 21cl 64 ksm29rd4/64har gb 1,RAM
x ddr4 kingston ksm26rs8/16mei 16 - 2666mhz gb 1 19cl,RAM
x hyperx 4 ddr4 black kingston 16 - 3000mhz 64 fury gb 16cl,RAM
x hyperx 4 ddr4 black kingston 16 - 64 17cl fury 3466mhz gb,RAM
256 x hyperx ddr4 predator gb 8 black kingston 32 - 16cl rgb 3200mhz,RAM
x au 4 ddr4 black apacer - 2666mhz gb 1 19cl,RAM
x au 4 ddr4 black apacer - 2666mhz gb 1 19cl,RAM
x au ddr4 black 2400mhz 8 apacer - 17cl gb 1,RAM
x au 2133mhz ddr4 black 15cl apacer 16 - gb 1,RAM
x ddr4 black apacer 16 - 2666mhz as gb 1 19cl,RAM
x ddr4 black 8 apacer - 2666mhz as gb 1 19cl,RAM
x 4 ddr4 black apacer - 2666mhz as gb 1 19cl,RAM
x 4 ddr4 black apacer - 2666mhz as gb 1 19cl,RAM
x ddr4 black 2400mhz apacer 16 - as 17cl gb 1,RAM
x ddr4 black 2400mhz 8 apacer - as 17cl gb 1,RAM
x ddr4 black 2400mhz 8 apacer - as 17cl gb 1,RAM
x 4 ddr4 black 2400mhz apacer - as 17cl gb 1,RAM
x 4 ddr4 black 2400mhz apacer - as 17cl gb 1,RAM
x 2133mhz ddr4 black 15cl apacer 16 - as gb 1,RAM
x 2133mhz ddr4 black 8 15cl apacer - as gb 1,RAM
x 4 2133mhz ddr4 black 15cl apacer - as gb 1,RAM
x 4 2133mhz ddr4 black 15cl apacer - as gb 1,RAM
x ddr4 black 8 apacer - 22cl as gb 1 3200mhz,RAM
2 x silicon ddr4 / black 32 16 power - red 16cl gb 3200mhz gaming,RAM
neo nmud340d81 x 1600mhz 4 1600ca10 - ddr3 11cl forza gb 1,RAM
neo 2 x gray mars ddr4 / black 15cl 32 - 3000mhz 64 forza gb,RAM
neo 2 x 3600mhz gray mars ddr4 / black 8 16 - forza gb 18cl,RAM
neo x ddr4 / black silver 15cl 16 faye - 3000mhz forza gb 1,RAM
neo 2 x ddr4 / black silver 15cl 32 faye - 3000mhz 64 forza gb,RAM
neo x 3600mhz 18cl ddr4 / black silver 16 faye - forza gb 1,RAM
neo 2 x 4000mhz ddr4 black / silver 32 faye 16 - forza gb 19cl,RAM
neo 2 x 4400mhz ddr4 black / silver 32 faye 16 - forza gb 19cl,RAM
x 1 ddr4 black gb teamgroup 32 - z 16cl t force 3200mhz dark,RAM
2 x gray ddr4 gb teamgroup 32 - z 64 16cl t force 3200mhz dark,RAM
x 1 ddr4 gb teamgroup 32 - red z 16cl t force 3200mhz dark,RAM
2 x ddr4 gb teamgroup 32 - red z 64 16cl t force 3200mhz dark,RAM
2 x ddr4 gb silver teamgroup create - 32 64 2666mhz classic t 19cl,RAM
edition 2 x geil ddr4 32 16 - 3000mhz red amd orion gb 16cl,RAM
2 x trident 4000mhz ddr4 royal black g.skill / 32 16 - z 14cl gb,RAM
2 x silicon gray ddr4 8 16 power - 2666mhz gb 19cl su016gblfu266bd2j6,RAM
2 x silicon su032gbsfu266b22ab ddr4 black 32 16 power - 2666mhz gb 19cl,RAM
2 x silicon gray 1600mhz sp016gbltu160nd2j7 8 16 power ddr3 - 11cl gb,RAM
2 x green silicon 1600mhz 8 16 power sp016glstu160n22ip ddr3 - 11cl gb,RAM
2 x silicon ddr4 black 8 sp016gbsfu266b22 16 power - 2666mhz gb 19cl,RAM
ripjaws 2 x 4000mhz ddr4 black g.skill 32 16 - 17cl gb v,RAM
2 x 3600mhz hyperx ddr4 predator gb 8 black kingston / 16 - silver 17cl rgb,RAM
2 x ddr5 black gb / 4800mhz silver 32 16 - rgb 40cl blade oloy,RAM
2 x 5600mhz trident ddr5 / black g.skill silver 32 16 - z5 40cl gb,RAM
2 x 5600mhz trident ddr5 black / g.skill silver 32 16 - z5 40cl gb,RAM
2 x trident ddr5 / 6000mhz g.skill silver black 32 16 - z5 40cl gb,RAM
2 x 4000mhz ddr4 black gb 32 16 - blade 18cl oloy,RAM
2 x 3600mhz ddr4 predator gb 8 silver / black 16 acer - 14cl rgb apollo,RAM
2 x 3600mhz ddr4 predator gb / silver black 32 acer 16 - 16cl rgb apollo,RAM
2 x talos ddr4 predator / black white 32 acer 16 - 16cl gb 3200mhz,RAM
2 x talos ddr4 predator / 8 black white 16 acer - 3000mhz gb 16cl,RAM
x 18cl talos ddr4 predator / 8 black white acer - 2666mhz gb 1,RAM
x talos ddr4 predator / 8 black white acer - 3000mhz gb 1 16cl,RAM
x talos ddr4 predator / 8 black white acer - 16cl gb 1 3200mhz,RAM
x talos ddr4 predator / 8 black white acer - 14cl gb 1 3200mhz,RAM
x 3600mhz 18cl talos ddr4 predator / 8 black white acer - gb 1,RAM
x 3600mhz talos ddr4 predator / 8 black white acer - gb 1 16cl,RAM
x talos ddr4 predator / black white 16 acer - 3000mhz gb 1 16cl,RAM
2 x talos ddr4 predator / 8 black white 16 acer - 14cl gb 3200mhz,RAM
x 3600mhz 18cl talos ddr4 predator / black white 16 acer - gb 1,RAM
2 x 3600mhz talos ddr4 predator / 8 black white 16 acer - gb 16cl,RAM
2 x talos ddr4 predator / black white 32 acer 16 - 3000mhz gb 16cl,RAM
x talos ddr4 predator / black white 32 acer - 16cl gb 1 3200mhz,RAM
2 x 3600mhz talos ddr4 predator / black white 32 acer 16 - gb 18cl,RAM
2 x 3600mhz talos ddr4 predator / black white 32 acer 16 - gb 16cl,RAM
2 x talos ddr4 predator / black white 32 acer - 64 16cl gb 3200mhz,RAM
x 3600mhz trident 4 ddr4 royal g.skill silver elite 16 - z 64 14cl gb,RAM
2 x gold trident 4000mhz ddr4 royal g.skill 8 elite 16 - z 14cl gb,RAM
2 x gold trident ddr4 royal g.skill 8 4800mhz elite 16 - z gb 19cl,RAM
2 x gold trident ddr4 royal g.skill 8 4800mhz 20cl elite 16 - z gb,RAM
2 x 4600mhz trident ddr4 royal g.skill 8 20cl silver elite 16 - z gb,RAM
2 x gold 4600mhz trident ddr4 royal g.skill 8 20cl elite 16 - z gb,RAM
2 x trident ddr4 royal g.skill 8 4800mhz silver elite 16 - z gb 19cl,RAM
2 x gold trident ddr4 royal g.skill 8 20cl elite 16 - z 5066mhz gb,RAM
4400mhz 2 x trident ddr4 royal g.skill 8 silver 16 - z gb 18cl,RAM
4400mhz 2 x trident ddr4 royal g.skill 8 silver 16 - z gb 18cl,RAM
x 3600mhz trident 4 ddr4 royal g.skill silver 16 - 64 z 14cl gb,RAM
2 x 3600mhz gold trident ddr4 royal g.skill 8 16 - z 14cl gb,RAM
f4 x 3600mhz gold ddr4 128gtrga 14cl g.skill 3600c14q2 8 16 - 128 gb,RAM
2 x gold 4600mhz trident ddr4 royal g.skill 8 16 - z gb 19cl,RAM
2 x gold trident ddr4 royal g.skill 8 16 - z 19cl gb 4266mhz,RAM
2 x trident 4000mhz ddr4 royal g.skill 8 silver 16 - z gb 16cl,RAM
2 x trident ddr4 royal g.skill 8 4800mhz 20cl 16 - silver z gb,RAM
2 x gold trident ddr4 royal g.skill 8 4800mhz 16 - z gb 19cl,RAM
dominator 2 x corsair ddr5 black gb platinum 4800mhz 32 16 - 40cl rgb,RAM
2 x 5600mhz trident ddr5 / black g.skill silver 32 16 - z5 40cl gb,RAM
2 x 4000mhz ddr4 gb 8 silver 15cl 16 - rgb blade oloy,RAM
36cl 2 x manta 5600mhz ddr5 gb color white 32 16 - xprism rgb v,RAM
adata premier x ddr5 black 4800mhz 16 - 40cl gb 1,RAM
ripjaws 2 x ddr4 black g.skill 32 - 2666mhz 64 gb v 19cl,RAM
ripjaws 2 x 4000mhz ddr4 black g.skill 8 16 - gb v 16cl,RAM
ripjaws 2 x ddr4 black g.skill 8 16 - 19cl gb v 4266mhz,RAM
x 3600mhz gold trident ddr4 royal 14cl g.skill 8 elite 16 - z 128 gb,RAM
2 x trident 4000mhz ddr4 royal / g.skill silver 32 elite 16 - z blue gb 18cl,RAM
2 x gold trident 4000mhz ddr4 royal g.skill 32 elite 16 - z gb 18cl,RAM
256 x gold trident ddr4 royal g.skill 8 32 - 2666mhz z gb 19cl,RAM
x trident 4 ddr4 royal g.skill silver 32 - 2666mhz z 128 gb 19cl,RAM
x gold trident 4 ddr4 royal g.skill 32 - 2666mhz z 128 gb 19cl,RAM
2 x trident ddr4 royal g.skill silver 32 - 2666mhz 64 z gb 19cl,RAM
2 x gold trident ddr4 royal g.skill 32 16 - z 19cl gb 4266mhz,RAM
2 x gold trident ddr4 royal g.skill 32 - 2666mhz 64 z gb 19cl,RAM
x 3600mhz gold trident ddr4 royal g.skill 8 - 64 z 14cl gb,RAM
neo x 3600mhz trident 4 ddr4 black / g.skill 8 white 32 - z 14cl gb,RAM
neo x 3600mhz trident ddr4 14cl black g.skill 8 / white 16 - z 128 gb,RAM
neo x 3600mhz trident ddr4 black / g.skill 8 white - 64 z 14cl gb,RAM
neo 2 x trident 4000mhz ddr4 black / g.skill 8 white 16 - z gb 16cl,RAM
neo 2 x trident 4000mhz ddr4 black / g.skill 8 white 16 - z 14cl gb,RAM
x 3600mhz ddr4 black gb g.skill 8 tridentz   - 64 14cl rgb,RAM
2 x corsair 4000mhz ddr4 8 16 - red lpx vengeance gb 18cl,RAM
x ddr4 black gb 8 kingston beast 15cl - 3000mhz fury rgb 1,RAM
x renegade ddr4 black gb 8 kingston - fury 16cl rgb 1 3200mhz,RAM
x ddr4 black kingston 16 - 2666mhz fury gb 1 16cl,RAM
x ddr4 black kingston 16 - 17cl fury 3466mhz gb 1,RAM
x ddr4 black 2400mhz kingston 15cl 16 - fury gb 1,RAM
x 4 ddr4 black kingston 15cl 16 - 64 fury gb 2400mhz,RAM
edition x geil ddr4 gb 32 red - 2666mhz amd orion rgb 1 19cl,RAM
edition x geil ddr4 gb 16 - 2666mhz red amd orion rgb 1 19cl,RAM
edition x geil ddr4 gb 8 red - 2666mhz amd orion rgb 1 19cl,RAM
edition x geil ddr4 gb 32 red - amd orion 16cl rgb 1 3200mhz,RAM
edition x geil ddr4 gb 16 - red amd orion 16cl rgb 1 3200mhz,RAM
edition x geil ddr4 gb 8 red - amd orion 16cl rgb 1 3200mhz,RAM
edition x geil ddr4 gb 8 red - amd orion 16cl rgb 1 3200mhz,RAM
edition x geil ddr4 gb 16 - red amd orion 16cl rgb 1 3200mhz,RAM
edition x geil ddr4 gb 32 red - 22cl amd orion rgb 1 3200mhz,RAM
edition x geil ddr4 gb 16 - red 22cl amd orion rgb 1 3200mhz,RAM
edition x geil ddr4 gb 8 red - 22cl amd orion rgb 1 3200mhz,RAM
edition x 18cl geil ddr4 gb 32 red - amd orion rgb 1 3200mhz,RAM
edition x 18cl geil ddr4 gb 16 - red amd orion rgb 1 3200mhz,RAM
edition x 18cl geil ddr4 gb 32 red - amd orion rgb 1 3200mhz,RAM
edition x 18cl geil ddr4 gb 16 - red amd orion rgb 1 3200mhz,RAM
edition x 18cl 4000mhz geil ddr4 gb 8 red - amd orion rgb 1,RAM
edition x 3600mhz 18cl geil ddr4 gb 32 red - amd orion rgb 1,RAM
edition x 3600mhz 18cl geil ddr4 gb 16 - red amd orion rgb 1,RAM
edition x 3600mhz 18cl geil ddr4 gb 8 red - amd orion rgb 1,RAM
edition x 3600mhz 18cl geil ddr4 gb 16 - red amd orion rgb 1,RAM
edition x 3600mhz 18cl geil ddr4 gb 8 red - amd orion rgb 1,RAM
edition x gray geil ddr4 gb 32 - 2666mhz amd orion rgb 1 19cl,RAM
edition x gray geil ddr4 gb 16 - 2666mhz amd orion rgb 1 19cl,RAM
edition x gray geil ddr4 gb 16 - amd orion 16cl rgb 1 3200mhz,RAM
edition x gray geil ddr4 gb 8 - amd orion 16cl rgb 1 3200mhz,RAM
edition x gray geil ddr4 gb 16 - 3000mhz amd orion rgb 1 16cl,RAM
edition x gray geil ddr4 gb 8 - 3000mhz amd orion rgb 1 16cl,RAM
edition x gray geil ddr4 gb 8 - amd orion 16cl rgb 1 3200mhz,RAM
edition x gray geil ddr4 gb 32 - amd orion 16cl rgb 1 3200mhz,RAM
edition x gray geil ddr4 gb 16 - amd orion 16cl rgb 1 3200mhz,RAM
edition x gray geil ddr4 gb 8 - amd orion 16cl rgb 1 3200mhz,RAM
edition x 18cl gray geil ddr4 gb 32 - amd orion rgb 1 3200mhz,RAM
edition x 18cl gray geil ddr4 gb 16 - amd orion rgb 1 3200mhz,RAM
edition x 18cl gray geil ddr4 gb 32 - amd orion rgb 1 3200mhz,RAM
edition x 18cl gray geil ddr4 gb 16 - amd orion rgb 1 3200mhz,RAM
edition x gray geil ddr4 gb 32 - 22cl amd orion rgb 1 3200mhz,RAM
edition x gray geil ddr4 gb 16 - 22cl amd orion rgb 1 3200mhz,RAM
edition x gray geil ddr4 gb 8 - 22cl amd orion rgb 1 3200mhz,RAM
edition x 18cl gray 4000mhz geil ddr4 gb 16 - amd orion rgb 1,RAM
edition x 18cl gray 4000mhz geil ddr4 gb 8 - amd orion rgb 1,RAM
edition x 3600mhz 18cl gray geil ddr4 gb 32 - amd orion rgb 1,RAM
edition x 3600mhz 18cl gray geil ddr4 gb 16 - amd orion rgb 1,RAM
edition x 3600mhz 18cl gray geil ddr4 gb 8 - amd orion rgb 1,RAM
edition x 3600mhz 18cl gray geil ddr4 gb 16 - amd orion rgb 1,RAM
edition x 3600mhz 18cl gray geil ddr4 gb 8 - amd orion rgb 1,RAM
edition 2 x 3600mhz geil ddr4 gb 8 16 - red amd orion rgb 18cl,RAM
edition 2 x geil ddr4 gb 32 16 - red amd orion rgb 18cl 3200mhz,RAM
edition 2 x geil ddr4 gb 32 16 - 3000mhz red amd orion rgb 16cl,RAM
edition 2 x geil ddr4 gb 32 red - 2666mhz 64 amd orion rgb 19cl,RAM
edition 2 x geil ddr4 gb 32 16 - 2666mhz red amd orion rgb 19cl,RAM
edition 2 x geil ddr4 gb 8 16 - 2666mhz red amd orion rgb 19cl,RAM
edition 2 x geil ddr4 gb 8 16 - 3000mhz red amd orion rgb 16cl,RAM
edition 2 x geil ddr4 gb 32 red - 64 amd orion rgb 18cl 3200mhz,RAM
edition 2 x geil ddr4 gb 32 16 - red amd orion rgb 18cl 3200mhz,RAM
edition 2 x geil ddr4 gb 32 red - 64 amd orion rgb 18cl 3200mhz,RAM
edition 2 x geil ddr4 gb 8 16 - red amd orion rgb 22cl 3200mhz,RAM
edition 2 x geil ddr4 gb 32 red - 64 amd orion rgb 22cl 3200mhz,RAM
edition 2 x geil ddr4 gb 32 16 - red amd orion rgb 22cl 3200mhz,RAM
edition 2 x geil ddr4 gb 32 red - 64 amd orion 16cl rgb 3200mhz,RAM
edition 2 x geil ddr4 gb 8 16 - 2666mhz red amd orion rgb 16cl,RAM
edition 2 x geil ddr4 gb 32 16 - red amd orion 16cl rgb 3200mhz,RAM
edition 2 x 4000mhz geil ddr4 gb 8 16 - red amd orion rgb 16cl,RAM
edition 2 x 3600mhz geil ddr4 gb 32 red - 64 amd orion rgb 18cl,RAM
edition 2 x 3600mhz geil ddr4 gb 32 16 - red amd orion rgb 18cl,RAM
edition 2 x 3600mhz geil ddr4 gb 8 16 - red amd orion rgb 18cl,RAM
4400mhz edition 2 x geil ddr4 gb 8 16 - red amd orion rgb 19cl,RAM
edition 2 x geil ddr4 gb 32 16 - red amd orion rgb 18cl 4266mhz,RAM
edition 2 x geil ddr4 gb 8 16 - red amd orion rgb 18cl 4266mhz,RAM
edition 2 x 4000mhz geil ddr4 gb 32 16 - red amd orion rgb 18cl,RAM
edition 2 x 4000mhz geil ddr4 gb 8 16 - red amd orion rgb 18cl,RAM
edition 2 x gray geil ddr4 gb 32 - 2666mhz 64 amd orion rgb 19cl,RAM
edition 2 x gray geil ddr4 gb 32 16 - 2666mhz amd orion rgb 19cl,RAM
edition 2 x gray geil ddr4 gb 32 - 64 amd orion rgb 18cl 3200mhz,RAM
edition 2 x gray geil ddr4 gb 32 16 - amd orion rgb 18cl 3200mhz,RAM
edition 2 x gray geil ddr4 gb 32 - 64 amd orion rgb 18cl 3200mhz,RAM
edition 2 x gray geil ddr4 gb 32 16 - amd orion rgb 18cl 3200mhz,RAM
edition 2 x gray geil ddr4 gb 32 - 64 amd orion 16cl rgb 3200mhz,RAM
edition 2 x gray geil ddr4 gb 32 16 - amd orion 16cl rgb 3200mhz,RAM
edition 2 x gray geil ddr4 gb 8 16 - amd orion 16cl rgb 3200mhz,RAM
edition 2 x gray geil ddr4 gb 32 16 - 3000mhz amd orion rgb 16cl,RAM
edition 2 x gray geil ddr4 gb 8 16 - 3000mhz amd orion rgb 16cl,RAM
edition 2 x gray geil ddr4 gb 32 16 - amd orion rgb 22cl 3200mhz,RAM
edition 2 x gray 4000mhz geil ddr4 gb 32 - 64 amd orion rgb 18cl,RAM
edition 2 x gray 4000mhz geil ddr4 gb 32 16 - amd orion rgb 18cl,RAM
edition 2 x gray 4000mhz geil ddr4 gb 8 16 - amd orion rgb 18cl,RAM
edition 2 x gray 4000mhz geil ddr4 gb 8 16 - amd orion rgb 16cl,RAM
edition 2 x 3600mhz gray geil ddr4 gb 32 - 64 amd orion rgb 18cl,RAM
edition 2 x 3600mhz gray geil ddr4 gb 32 16 - amd orion rgb 18cl,RAM
edition 2 x 3600mhz gray geil ddr4 gb 8 16 - amd orion rgb 18cl,RAM
4400mhz edition 2 x gray geil ddr4 gb 8 16 - amd orion rgb 19cl,RAM
4400mhz edition 2 x gray geil ddr4 gb 8 16 - amd orion rgb 18cl,RAM
edition 2 x gray geil ddr4 gb 32 16 - amd orion rgb 18cl 4266mhz,RAM
edition 2 x gray geil ddr4 gb 8 16 - amd orion rgb 18cl 4266mhz,RAM
edition x 4 geil ddr4 gb 8 32 red - 2666mhz amd orion rgb 19cl,RAM
edition x 4 geil ddr4 gb 32 red - 2666mhz amd orion 128 rgb 19cl,RAM
edition x 4 geil ddr4 gb 8 32 red - 3000mhz amd orion rgb 16cl,RAM
edition x 4 geil ddr4 gb 16 - 3000mhz 64 amd red orion rgb 16cl,RAM
edition x 4 geil ddr4 gb 8 32 red - amd orion 16cl rgb 3200mhz,RAM
edition x 4 geil ddr4 gb 16 - red 64 amd orion 16cl rgb 3200mhz,RAM
edition x 4 geil ddr4 gb 8 32 red - amd orion 16cl rgb 3200mhz,RAM
edition x 4 geil ddr4 gb 16 - red 64 amd orion 16cl rgb 3200mhz,RAM
edition x 4 geil ddr4 gb 32 red - amd orion 16cl 128 rgb 3200mhz,RAM
edition x 4 geil ddr4 gb 16 - red 64 amd orion rgb 18cl 3200mhz,RAM
edition x 4 geil ddr4 gb 32 red - amd orion 128 rgb 18cl 3200mhz,RAM
edition x 4 geil ddr4 gb 16 - red 64 amd orion rgb 18cl 3200mhz,RAM
edition x 4 geil ddr4 gb 32 red - amd orion 128 rgb 18cl 3200mhz,RAM
edition x 4 geil ddr4 gb 8 32 red - amd orion rgb 22cl 3200mhz,RAM
edition x 4 geil ddr4 gb 16 - red 64 amd orion rgb 22cl 3200mhz,RAM
edition x 4 geil ddr4 gb 32 red - amd orion 128 rgb 22cl 3200mhz,RAM
edition x 3600mhz 4 geil ddr4 gb 8 32 red - amd orion rgb 18cl,RAM
edition x 3600mhz 4 geil ddr4 gb 16 - red 64 amd orion rgb 18cl,RAM
edition x 3600mhz 4 geil ddr4 gb 32 red - amd orion 128 rgb 18cl,RAM
edition x 4 4000mhz geil ddr4 gb 8 32 red - amd orion rgb 18cl,RAM
edition x gray 4 4000mhz geil ddr4 gb 8 32 - amd orion rgb 18cl,RAM
edition x 3600mhz gray 4 geil ddr4 gb 32 - amd orion 128 rgb 18cl,RAM
edition x 3600mhz gray 4 geil ddr4 gb 16 - 64 amd orion rgb 18cl,RAM
edition x 3600mhz gray 4 geil ddr4 gb 8 32 - amd orion rgb 18cl,RAM
edition x gray 4 geil ddr4 gb 32 - amd orion 128 rgb 22cl 3200mhz,RAM
edition x gray 4 geil ddr4 gb 16 - 64 amd orion rgb 22cl 3200mhz,RAM
edition x gray 4 geil ddr4 gb 8 32 - amd orion rgb 22cl 3200mhz,RAM
edition x gray 4 geil ddr4 gb 32 - amd orion 128 rgb 18cl 3200mhz,RAM
